,text,class
1472,olivia st clair long aka brienn of snarth is an attorney who is employ by strauss malk llp chicago il olivia st clair is a white femal who recent marri givonna long a black femal who also is an attorney and she is employ at a differ law firm in the chicago area a littl snoop on the web will she would some light on the issu of brienn of snarth hatr toward white male and her outrag toward white privileg just a lost and twist pos who probabl grew up fatherless in a singl parent home and now hate white men,1
1473,thank you for that info,0
1474,just anoth nobodi a complet noth,0
1475,they are anim anyway so let them lose their soul,0
1476,i see you also enjoy the book the godfath,0
1477,black peopl are far more racist than white peopl and to make it wor the liber of this countri use them and help them be even more racist,1
1478,the father of the boy snatch by the gator is black duh brienn,0
1479,top half or bottom half size matter ask ms obama she unfortun got the top half,1
1480,this is clear a racist comment but sinc it is direct toward white men it is ok to print i believ in christ but i am start to believ some human have evolv from primat,0
1481,what do you mean evolv they stillar primat,1
1482,actual evolutionist are back away from natur evolv and lean toward select breed,0
1483,hey brienn i am proud as ever to be white man doe that make me racist,0
1484,i watch nascar and indi guess that make me a raceist,0
1485,hey briann get in the kitchen and make me a samich chop chop,1
1486,roflmao i just laugh so hard that i spray my keyboard with coff i was have a realli crappi day and then i read your post thank you for put a smile on my face,0
1487,that stuff is funni do not care who ya are,0
1488,white guilt is strong with gruber ha ha,0
1489,i am sure it get some weird satisfact in the attent this is garner it mayb it parent ignor it whatev it is a creepi thing to say and speak volum about it own lack of intellig charact and compass i feel sorri for it actual,1
1490,in natur it is parent would have kill it,1
1491,her parent did not have ani kid that live,0
1492,what doe the thing think about the littl black boy that got into the gorilla cage black privileg,0
1493,she support the gorilla,0
1494,this is what we are up against good to know our enemi on a small step from think like this to gas chamber,1
1495,feminist my foot this person is a man not much of one but a man nevertheless i do not know what his end game is but he is off his rocker,1
