tweet,is_offensive
"Popolnoma nesposobna izvršna oblast Šarca ne zmore niti osnovnih preventivnih zdravstvenih ukrepov pred zajezitvijo epidemije koronavirusa, ki že razsaja v Italiji, glede na bližino in tranzit čez Slovenijo je virus že debelo prisoten pri nas, oblast pa čaka bolnike z virusom. https://t.co/0x92Y2ikSZ",žalitev
"Ne gre za to. Računajo na Janšo. Dokler bo Janša, bo tudi diktatura lahko demokracija. https://t.co/GOecXbkrs1",žalitev
@bmz9453 @Gabon13i @MiroCerar @MZZRS @SLOinITA Po tvojem smo dvojni Slovenci. A si zdrav?,ni sporni govor
"Napovedujem pogovor s @NeuroVirtu, med drugim tudi o vplivu včerajšnje @TarcaRTVSLO na usodo manjkajočih ministrov in na javno mnenje o delu vlade, antijanšizmu in še o marsičem...@MarkoSket @JiriKocica @Pertinacal @AljosaDragas @AljosaPersak @BozidarBiscan @JozeBiscak @Komanovmu",ni sporni govor
"[Video] Časovna rekonstrukcija izjav odstavljene direktorice NIJZ Nine Pirnat, ki je v Slovenijo pripeljala epidemijo! https://t.co/wV8iR5Ra5I via @Nova24TV",žalitev
"@vinkovasle1 @TarcaRTVSLO Saj smo bedaki, da še naprej plačujemo TV. Res ne more koalicija temu narediti KONEC PLAČEVANJA ❓",žalitev
"@mstepec @msedej @vagaja_boris @vladaRS Res je. Jaz to rešujem tako, da naročim na naslov sorodnika, ki živi v Nemčiji, potem pa mi to pošljejo po pošti ali prinesejo, ko se oglasijo kaj v Sloveniji.",ni sporni govor
@Nova24TV Pa ji bodo postregli samo predstavniki SDS-a ali celotne vlade? Ker soglasja med njimi o tem ni!,ni sporni govor
"@Miha_Sch @StariBorut Zadnjih 20 let kot novinar ne morem večine modernih tem, pa nič kritičnega o islamu objaviti ne v Delu, Večeru, Dnevniku, ne na POP TV, ne na RTV SLO. Najbrž zato, ker so ti mediji izredno pošteni, široki, z novinarsko etiko, demokratični in pluralni.",žalitev
"@JureMenart Pomaga tud, če ročno prej piskre &amp; vilce opereš. Čistejše gre notr, bolje oprano ven pride. 😎",ni sporni govor
"@spagetyuse Kučan je svoje delo odlično opravil. Edinemu izmed komunističnih voditeljev bivših republik je uspelo (ob ""nesebični"" pomoči sdv) ohraniti vso oblast oziroma jo celo povečati. Pri nas se vsebinsko leta 1991 ni nič spremenilo. Se mi pa sedaj smili, nasledniki so kot Bolek in Lolek",žalitev
"@ModernaKmetica Ej, a ves k si mal nazaj rekla da bi tvojga picipokija zamenjal za kombi? Zdej se ne zdi tok slaba ideja a? 😁",ni sporni govor
"@dtadejd @ZanMahnic @BernardaGrobler @Nova24TV @necenzurirano_ SDS je očitno ocenil, da bi mu desna stranka šla v zelje.SLS npr. mu ne jemlje glasove. Deloma je to res. Do ustanovitve ene prave desne stranke bo velik del Slovencev ostajal doma. Oligopoli se dolgoročno ne obnesejo. V politiki pri proporcionalnem sistemu pa sploh ne.",žalitev
"@BlogSlovenija @mcanzutti Ja, to je to. A potem je res tastari Gates na tisti sliki z Faucijem?",ni sporni govor
"@BrankoUranic @JozeBiscak @JJansaSDS Stvarnik ni človek! Zakaj klečiš pred njim? Osebno ne klečim ne pred Bogomin ne pred Kidričem. Ponižnost je pa beseda, ki mi je nekako tuja! Amen!",ni sporni govor
"@VaneGosnik Razpoloviti je potrebno RTV prispevek in naročiti lastniku POP Tv, da naj disciplinira novinarje na tej televiziji; saj so le ti prav tako študirali na FDV; so namreč prežeti s komunističnimi idejami, torej kar naprej lagati, še bo že kaj prijelo.",žalitev
"@Mauhlerca V bistvu nikogar več, ker ta pametni se tega že davno ne gredo več. Sploh ne za tisto bedno plačo 😂je že prav, da se opozarja na stvari, ampak ne na tak populističen način. Sploh pa ne na Rtvju.",žalitev
"@BKrizar Ker so v anketi sodelovali predšolski otroci, so za glasovanje uporabili fotografije politikov.",ni sporni govor
"@KilgoreSH5 mi je danes en ta desen ze razlagal, da je to sfrj dobro obvladala, in da je Janez dobro to skoz pelu!",ni sporni govor
Tole je pa nas model.... skopiran!  @Slovenskavojska https://t.co/bYAhdczVFR,ni sporni govor
"@jagodka_1 @1nekorektna @6_Nusa A novinarji Dnevnika so tudi tako dobesedno vzeli tudi Sarca, ko je govoril o 🦞🦞🦞, da so v vladno palaco sli z zavezanimi prticki in klescami..., ker so dejansko na mizah pricakovali 🦞🦞🦞?",žalitev
"@rokjarc @Desnilevicar @martinvalic @strankaSD @tfajon @ZidanDejan Zato, ker imajo dvojezično šolo. Kje je problem?",ni sporni govor
"@BojanPozar Zna biti res. Ampak za boljso samopodobo morajo stranke same poskrbeti. S kazanjem s prstom na druge in pisanjem pisem v tujino o krivicah, ki se jim dogaja, zanesljivo ne bodo uspele. Manjka racio....",ni sporni govor
"V članku boste našli vse informacije v zvezi s trenutnim stanjem v občini kranjska Gora

 #KranjskaGora https://t.co/XAzXzYb9Uf https://t.co/60eOtuOhU0",ni sporni govor
"@murekar Zato pa protestirajo, bojijo se, da bodo odtrgani od državnih seskov. Bog daj, da bi jih. Bo za tak denar kot so ga dobili, lahko zgrajen kakšen dom za ostarele.",žalitev
"@NovaSlovenija @AlexRebersek @jozefhorvat Če bi pravna država delovala bi bil Janša politično mrtev in vi ne bi sedeli v vladi.
Ker ste sestavni del vlade in ker je vlada cenjena kolikor je cenjen njihov najšibkejši člen, bo trditev, da imamo kriminalce na vladi kar pravilna. Obrazložitev upam, da ni potrebna. 😷",žalitev
"Prometna nesreča 11. 07. 2020 20:08 - Prijava
‌‌
Ob 20.08 so na avtocesti Logatec–Unec, pri počivališču Lom, občina Logatec, trčila tri osebna vozila. Poškodovanih ni bilo. Gasilci PGD Dolnji Logatec in Cerknica so požarno in naletno zavarovali kraj dogodka ter izklopili aku…",ni sporni govor
Ministrstvo in zavod za šolstvo bosta predstavila raziskavo izobraževanja na daljavo v času epidemije https://t.co/a7O5VfK3qd,ni sporni govor
"@R_Rakus Preobširna debata za TW-okvirje, pa tudi komunikacija zaradi prevelikih razlik v umevanju ni mogoča. 

Če se v sklep te etape spomni na Wittgensteina: O čemer ne  moremo govoriti, o tem moramo molčati. /Wovon man nicht sprechen kann, davon muss man schweigen""/

 Lepo v popoldne.",ni sporni govor
"@meteoriterain Odvisno, kako gledaš na obstoj sveta in sebe v njem. Ali krajše, vse okoli nas je en marketing. Tudi ideja o jazu in božanstvih.",ni sporni govor
"@an_imo_pectore Sej kaksne 10 minut ni,zdej pa samo poslusa,kdaj se vrne....mama je le ena sama 😘",ni sporni govor
"@Carin2013 Nočem reči, da je Edi butast, pravim samo, da ima smolo z razmišljanjem.",ni sporni govor
"Požar, eksplozija 24. 03. 2020 21:02 - Prijava
‌‌
Ob 21.02 so v naselju Zgornja Ložnica na pokopališču goreli zabojniki za komunalne odpadke. Gasilci PGD Zg. Bistrica so zabojnike pogasili. Ogenj je uničil tri plastične zabojnike.",ni sporni govor
"@JakaDolinar2 @JJansaSDS @RTV_Slovenija Na fotografiji se vidi, da v resnici, INTELEKTUALNI lenuhi,
☆LEVIČAR-ski podn☆, z podtaknjenci na protestih, za uresničitev svojih ciljev vladanja, STRAŠIJO Slovence, da bi izzsilili svoje bolane cilje ! 
...Nadalna kraja, #parazitizem, nad """"davkoplačevalci"""" SLOvenije !",žalitev
"@majsanom @drVinkoGorenak @JJansaSDS @APivec @stranka_DeSUS Heleno daje mena, ne ji zamerit!",ni sporni govor
"@edvardkadic Ko berem o pridržanju oz. aretacijah ob hišnih preiskavah in ob 3h popoldne poročajo , da so vse pridržane izpustili, si predstavljam, da so skupaj popili kavico in jim rekli oprostite, pa hvala za ""sodelovanje"".",žalitev
"To ni tvoje mesto....to je NAŠE mesto in, če bi vi ne noreli in biciklirali pa Ljubljani, ne bi bile potrebne nobene ograje in tudi teh policistov ne. Verjamem pa, da si želite, da vas ne omejujejo, da bi vi, levi fašisti prosto izvajali svoje rabote po mestu..ne bo šlo...ne ne. https://t.co/LPhuzdpFBK",žalitev
"Na podlagi danasnjega odgovora @JJansaSDS  v DZ , glede medijske svobode in blokiranih twitter računov,se zadeve izboljšujejo.Nekdanji predsednik @strankaSD @ZidanDejan me je odblokiral,tako da me med predsedniki parlamentarnih strank blokira le še Alenka Bratušek @StrankaSAB .",ni sporni govor
"Hvala, trudim se vabiti zanimive in za evropsko slovenstvo pomembne goste, tudi take, ki jih MS mediji izločajo. Ena takih je nocojšnja izjemna gostja, ki za razliko od raznih pozerjev širše ni prisotna. Vzemite si čas in si ta balzam za dušo poglejte tu:
https://t.co/4J9Qz6kORj https://t.co/c6cjSnmgdG",ni sporni govor
@freud1107 Saj pravim. Preberi kodeks in primerjaj z nakljucnim clankom. Bolj nazorno ne gre. Ti bo takoj jasno zakaj so fake news.,žalitev
@JJansaSDS @RTV_Slovenija Ukiniti javno hišo in postaviti na novo spodoben javni medij.,žalitev
"Tehnična in druga pomoč 22. 05. 2020 09:28
MURSKA SOBOTA
https://t.co/W2FbpFx0HB",ni sporni govor
"@MatejSpehar @DragoZad @strankaSDS @StrankaLMS Pa saj poznamo zgodbe teh #InstantStrank😉
Kje je že danes @PozitivnaSlo recimo, pa @Zares in še kdo? Sem prepričan, da se bo zgodba ponovila. Morda se res obdržite v #DZ še kakšen mandat v obrobni vlogi, to je pa to od te zgodbe.",ni sporni govor
Presenečenje? Kitajci ne dovolijo mednarodne preiskave o izvoru virusa https://t.co/hPAPEViukN https://t.co/JbJD5po0i3,ni sporni govor
"@bmz9453 👍točno to sem rekla že pred meseci ... kontrolorji lahko ob soglasju v odjavi preverjajo zgolj 3 mesece, po tem nimajo več te pravice. Mi pa je že zakonsko sporno pogojevanje z obveznim soglasjem v odjavi RTV naročnine, ker brez tega soglasja odjave ne priznajo!? 🤔",ni sporni govor
"@borisvoncina Droge so dovoljene vse, ki se jih da spraviti v zaboj z bananami???",ni sporni govor
"@ToneCricket @alfonskracek No, potem nam ostane samo še kolektivni samomor...",ni sporni govor
Kako v času epidemije skrbeti za osebe z demenco ? https://t.co/ZHDgxNxful https://t.co/tlrYuX3ZVc,ni sporni govor
Aprila znana usoda (datum) Maratona Franje. Več &gt;&gt;&gt; https://t.co/9C9WsaphbL https://t.co/T4ZROcT0Oh,ni sporni govor
"@drVinkoGorenak @strankaSD Mislim konkretno na karkoli, kar reče kdo iz tabora SDS (i šire), kajti vse kar rečete je ideološko, tudi, če to ni.",žalitev
"@MisaVugrinec Če bi bili v dobrih odnosih z Melanijo, bi morda slovenski zet  poskrbel še za našega pol ducata ljudi na ladji?! Tako pa čakamo na Žitnika in levičarje!",žalitev
"Izjemno pomembno, a sedaj ni čas za dopisovanje med člani iste vlade. Imamo telefone, bo hitreje. Prosim.
🙏🇸🇮 https://t.co/13NHQ5j3RG",ni sporni govor
.@Edo_Muric zapira zračni prostor okoli našega obroča! #ZmajevoSrce https://t.co/N7SAaLrRdK,ni sporni govor
"@DKosir7 @BRajgelj @drVinkoGorenak No, hotel sem povedati, da je Janša pobral vsa tista ministrstva, kjer se pretaka denar in omogoča represija. Področja, kjer pa je treba reševati probleme (zdravstvo, skrb za starejše, infrastruktura, pravosodje, vojska, državna uprava, volilni sistem) pa porinil partnerjem.",žalitev
"@sarecmarjan Vse jasno razvidno v poročilu. Pravite nič o korupciji in vojnem dobičkarstvu? Kdo ni praktično nič ukrepal? Kdo je dajal več denarja? Se ne strinjate? Na dan s konkretnimi dokazi, pa se soočite s Slovenijo. Kje se skrivate? Za nepomembnim besedičenjem po FB in čivkanjem po TW.",žalitev
"@akashaanasha @BojanPozar Mocno, močno dvomim.

Ker ""pejmo po starem"" ne bo tocka odločitve, ampak proces.

https://t.co/SALfhLu79f",ni sporni govor
"@MajaGaspari Bilo je nesrečno skomunicirano. Testira se, kolikor je mogoče. Govoril sem s par zdravniki. Sile so usmerjene v povečevanje kapacitet bolnišnic in zmanjšanja obremenitev osebja s testiranjem, ki ni prioritetno.",ni sporni govor
"Požar, eksplozija 7. 02. 2020 21:29 - Prijava
‌‌
Ob 21.29 so gasilci PGD Lavrica pogasili odložene smeti na površini okoli devet kvadratnih metrov zraven gozda ob Selski ulici v občini Škofljica.",ni sporni govor
"@MarkoFratnik @PSkaluc 💪🏼hvala. Saj mi je malo smešno, ker so popolnoma zavozili postopek in bodo morali znova. Lastnik sem jaz, sin in jaz oba Petra, enak naslov, v odločbi njegov emšo. Oddal mali pritožbo “nisem, niti nisem nikoli bil lastnik psice s čipom št.. Prosim, da preverite v evidencah..”🤷🏼‍♂️😅",ni sporni govor
"@1nekorektna @6_Nusa @Pertinacal @mrevlje @BojankaStern @MarjetaKuhar Oni niso strokovnjaki za nič, razen za multikulti, lgbt..",žalitev
"@MelindaRebrek Naj doma izobražujejo in socializirajo svoje potomce. Jaz svoja jutri pošljem v šolo, če jo odprejo. Tko.
Btw moja mulca sta bila ena redkih, ki ju je letos obšla gripa. V nekem trenutku so bili v razredu ta malega 3je. Ampak takrat ni bilo nobenih ekstra ukrepov.",ni sporni govor
"Celjski policisti obravnavali nesrečo kolesarja, ki je imel kar 4,10 promilov alkohola https://t.co/RDtubO1JK8",ni sporni govor
"Kamniško teslo najprej odstopi potem bi pa drugim diktiral, kdo lahko sestavlja vlado, bedak res misli da je tito. https://t.co/4eaTs5KqNx",žalitev
"Ostal mi je še 5 vrtnic, od četrtka!
Eno je kupu tip, za žensko, za katero je javno objavu, na FB valda, da je drolja in da ga je varala....
Oh the irony🤷‍♀️😂",ni sporni govor
"@vinkovasle1 @Bond00775328617 Kordiš ... ne mroe iz svoje kože .... tudi če bi Janševa vlada predlagala, da dobimo vsi božičnico 10k € ... bi on bil proti 🤣",žalitev
"Podjetja so začela uvajati toplotne kamere za preverjanje vročine pri strankah. Te naprave, ki  so jih do sedaj uporabljala zlasti letališča in tranzitna središča v Aziji, bodo najbrž kmalu postale pogoste tudi v trgovinah. https://t.co/Jlgj9vq1dX",ni sporni govor
"@puppa0 @BojanPozar @Faktor_com @vladaRS @sarecmarjan @Pertinacal @MarjetaKuhar @mrevlje @TV3_SI Kakšno je stanje 🤔 Stanje je tako, da sem za okužbo v UKC MB izvedel v torek zgodaj popoldne, skoraj dva dni preden je bilo to objavljeno 🤨 Zdaj pa razmišljajte; sicer so se skoraj vse informacije/napovedi vira izkazale za resnične, razen za NG, a zato tudi tista za KP 😏",ni sporni govor
"@KingKob53313520 @Libertarec Strel v hrbet, ko napadalec že beži ni več samoobramba.",ni sporni govor
"@Mateja_Slo @tadej_tk @mgregorcic Gospa, kljub trudu ne razumem, kaj skušate povedati.",ni sporni govor
"@Verver50442226 @Matej_Klaric @SergijVermiglio Ker za  vas kletne trole, so smrti migrantov smešne! Podgane kletne, se skrivate za številkami!",žalitev
"@3raw3 @deLoonchkowy @RJopici Dej mal se potrudi vsaj z nivojem pisanja pa slovnico, da ne izpademo, k da smo največji retardi nacistični.",žalitev
@MarkoKoprivc Ja in? Tudi na obisku v živalskem vrtu si na napačni strani ograje in ne jamraš.,žalitev
"@Svarun_K Začeli so bombastično, potem pa začne govoriti o stroških so pa čisto sprejemljivi.

No to zgodba, kot ona z leti Türka.",ni sporni govor
"Nisem televizijska voditeljica,nisem pisateljica in nikoli ne pripravljam take vrste jedi,ampak vem pa kljub temu da se polivanje alkohola po neki jedi,imenuje""flambiranje""...☹️☹️☹️",ni sporni govor
"@pavlijj Pravijo, lastna hvala, cena mala! Vzunaj uf, notr fuj! To so naši EUposranci!",žalitev
@ARMlNEGOVlC @GBWallac3 @Tomaz98748599 @RADimamVINO @strankalevica Zakaj bi mogla drzava karkoli predpisat?pac delavci ne bodo sli k tistemu ki ima slabe place...ce pa nisi dovolj pogumen (ali sposoben) za menjavo sluzbe si si pa sam kriv,ni sporni govor
"Danes sem šel obiskat poslovnega partnerja/kolega/prijatelja, ki na Soči okreva po kapi, ohraniti voljo, je najpomembnejša stvar, ki jo lahko naredimo ob takšnih in drugačnih dogodkih.",ni sporni govor
"...tisk.škrat je zbrisal zadnjo ,a zelo važno besedo :
hou jes nou    , bre !  (kako da ne, bre !)......(V.Karadžić) press https://t.co/sEZSJfLk3H",ni sporni govor
@AlenkaJerajSDS @BojanPozar @mk_gov_si @PozitivnaSlo V prejšnjem mandatu so eno med bolniško celo zaposlili. 😂,ni sporni govor
"@Rok_Novak @DavidNovak17 Po svetu imate veliko primerov držav v pandemiji.

Kaos v Italiji, Španiji, ZDA in UK.

Relativno mirno situacijo na Švedskem, Islandiji in Nemčiji npr.

Analiza vzrokov za to bo zanimiva.",ni sporni govor
@vinkovasle1 Za vse take egoistične bedake bi bila ustrezna kazen - nega in čiščenje na infekcijskih oddelkih v bolnicah.,žalitev
@bojan_krajnc @matejpirnat @ORF @rtvslo Govora je bilo o številu zaposlenih ... https://t.co/9bMene9N7R,ni sporni govor
"@MarkoPavlisic @petrasovdat Narod rad krade 😂, še eden od razlogov, da nismo Švica.",žalitev
Tam so že zdavnaj vsi KOMUNISTIČNO okuženi.😄😄😄😄😄😄😄😁😁😁 https://t.co/s8xBzGMtvU,žalitev
"@APivec spet ni našla nobene ""posamezne osebe"", ki bi bila predmet ""pozivanja k ubijanju"" na protestih. Nerodno. A ni vse izubljeno. Tu je poziv osebe A k medijskemu ubijanju osebe B. Kako bi se počutili @APivec, če bi vam protestniki očitali poreklo?

https://t.co/5WorrSD6KC https://t.co/jT9W5P5Z7A",ni sporni govor
"@dialogos_si @DejanP2 @JJansaSDS tako je, v vsakem primeru se mora človeka postaviti v situacijo, ker šele takrat lahko začuti pritiske in lahko na aktivirano plejado notranjih čustvenih stanj ugotovi, kako se na to odzove, bo našel rešitve ali se bo sesul ... Zato je na mestu praktični preizkus pred teorijo 👍",ni sporni govor
"@SkaUrska @_Almita__ @Polona40733712 Ne, ker sem za demokratični proces v Sloveniji in je sodišče povedalo kaj meni o politični prepovedi. Ko bodo prepovedani koncerti, ki slavijo komunizem in rdečo zvezdo, potem se tudi za prepoved tega.",ni sporni govor
"@AlenkaJerajSDS @domovina Zakaj, levi so nedotakljivi, udba ne izbira, tudi če so žrtve, otroci, starejši, preko zdravstva vemo koliko denarja po kradejo, sami se pa zdravijo v tujini, Zidar, Jankovič, itd in kraje itd, se vidimo na Kureščku.",žalitev
"@PocivalsekZ Pravkar mi je znanec poslal informacijo, da trozvezdični hotel v okolici Bovca stane 226 Eur na noč (pred uvedbo bonov 80 Eur). Res ste majster 🤔 https://t.co/u1PqvWU2lH",žalitev
"@ErikaPlaninsec @JozeBizjak Imamo tudi domace proizvajalce.
Firma iz Trzina ima razprodano proizvodnjo ffp3 mask za 3 mesece naprej.",ni sporni govor
"@tvitermin @SikkPuppi Slovenski median wage je pol ameriškega in naši uspejo it tja, njihovi pa ne morejo sem?",ni sporni govor
"Veš kdaj je to že povedal Tvoj prijatelj iz mladih dni:

https://t.co/FAV0lhjGxK https://t.co/GykxMx7h7t",ni sporni govor
"@matejpirnat Kaj blodite? Svoje seksualne fetiše imejte, ne pa mi smetit tule, ker vas bom vsak hip blokiral.",žalitev
"Res nihče ni varen. Bojim se, da zadeva v ZDA sedaj dobiva veliko razsežnost in žal nihče ne ve koliko veliko. Premalo ljudi so terstirali in pojma nimajo o 0 bolniku. https://t.co/o0LKCNAMXB",ni sporni govor
"@PametnaRit Omg ja, skoz mi je debilno k folk tko uletava sam nism našla primernega izraza za to tvitnt. 😂😂",ni sporni govor
