tweet,is_offensive,sporni_govor
"@BojanaBah @IgorZavrsnik @Nova24TV Naj bodoči zunanji minister z svojim kolegom v Beogradu doseže, da bodo to LOPOVSKO PRASICO, ki jim je KRADLA zahtevali nazaj in potem naj se njihovi ZAHTEVI UGODI! #stvarZAKLJUČENA in potem naj pametuje v Srem. Mitrovici v duhu zaprtih njenih somišljenikov pred II SVET. VOJNO!!!",žalitev,1
"@galoftomo @DavidKodba @MORiS4ever Kako ga ni našel? Največji med apostoli, sveti Pavel, ki je krščanstvo razširil praktično na ves svet. 

Pred tem pa je pomagal kristjane lovit in ubijat. 

Začni počasi brati Evangelije.",ni sporni govor,0
"@STA_novice A mi lahko posredujete ""plačilno listo"" tega društva? Zanima me kolk pocuzajo od države? Da vidim, če bom postala opazovalka rib.",žalitev,1
"V trgovskih centrih, predvsem v trgovinah z osnovnimi življenjskimi živili, je v zadnjih dneh zaznati porast obiska. V največjih trgovinah smo preverili, po čem stranke najbolj povprašujejo in kako je z zalogami. #vestnik
https://t.co/1qHfN26rd7",ni sporni govor,0
"Samo šarkija pa že dolgo ni bilo na RTV.Katera,ga je pozabila intervjuvat? Ne bo nagrade,samo toliko. https://t.co/EoPeVkr0ju",žalitev,1
@_wupe @majsanom @APivec @tomazgantar @PocivalsekZ @DrKustec @GregorPeric @JanjaSl @BostjanKoritnik @MatejTonin @JernejVrtovec @StrankaSMC @stranka_DeSUS @NovaSlovenija Zanimivo.,ni sporni govor,0
"@davey007 @jkmcnk @TeaLogar Čist uredu če to narediš in uporabiš do konca, zavržeš embalažo (ali jo znova napolniš z ustrezno vsebino). Če pa ""situacijo"" pustiš naslednjemu uporabniku...  ni kul, niti mal. Razočaranje nad tisto hladno brozgo, ki priteče  iz flaše, je... konkretno.",ni sporni govor,0
@JJansaSDS @drVinkoGorenak @BorutPahor @IgorZorcic @AlojzKovsca A Pahor bo moral začet delat?,žalitev,1
Politični pritiski na predstavnike policije. Pa še na oblast niso prišli... https://t.co/iRwYyMbOqU,ni sporni govor,0
"@aleshojs @borisvasev Mnogim gre slovenščina od rok, mnogim pa tudi ne, pa čeprav so rojeni v Sloveniji slovensko govorečim staršem.",ni sporni govor,0
@majsanom Včasih res težko verjamem kaj vse ljudje dandanes spravijo iz sebe🤦‍♀️,ni sporni govor,0
"@Medeja_7 @IvankaKoprivc @NovakBozidar Meni je tudi slabo, ko gledam spomin na te morilce zavednih in pametnih Slovencev.",žalitev,1
"@IvanKrzisnik @Libertarec Vseeno mi je, kaj nek podjetnik spozna, da se zdaj lahko pocne (sploh, ce se birokratizacija okrog tega tudi v postcorona casu lepo skensla), nocem pa drzavnega intervenizma v delovne procese, ces “saj vec kot toliko ne rabite glede na povprasevanje, placajte pa vseeno kot prej”.",ni sporni govor,0
"@sarecmarjan @PocivalsekZ Še štiri mesece po vašem odstopu ne morate preboleti da niso bile volitve sedaj pa vračate @PocivalsekZ z interpelacijo, ste zadnji, ki bi to zahtevali. Raje vadite vaše nastope Serpertinška za gasilske veselice in se raje temu posvetite.",žalitev,1
"@tiskraba Pri moji je laufalo OK, vedno naslednji dan. 
Zdaj pa - nič od nič. Štirje tule pri nas hodimo k isti, pa je še mejl od sestre postal dosežek.",ni sporni govor,0
Kolk vam zdej plačajo da take neumnosti kvasis naokrog? https://t.co/hvcEkSDeom,žalitev,1
"@MatevzNovak Ampak res, mrš. Očitno smo tak narod, da smo si vso to pisdarijo in podcenjevanje naroda s strani rdeče golazni zaslužil. Ampak upam, da bo zdaj bolje.",žalitev,1
"@Japreva @Nova24TV Zelo redko, ampak prav imaš, vztrajat je treba https://t.co/sPI5V1oOos",ni sporni govor,0
"@PreglArjan Kronologija dogodkov pravi drugače. Začela je ona.
Začelo se je že v Yu, ko so morali nekateri izprazniti stanovanja , če se je ona najavila na obisk.
O njej kot o osebi, vse najslabše.
O njej kot o umetnici nič. Saj je bil tudi Hitler zapovedan umetnik za svojega življenja.",ni sporni govor,0
"Poznamo okužene, obolele, hospitalizirane in v kritičnem stanju. https://t.co/v7rAgJuGHU",ni sporni govor,0
"@RomanVodeb Churchill je tut reku svojemu obvescevalcu v yugi maja 1945,k mu je ta omenil da ni najbolje vracati beguncev iz 🇦🇹 v yugo. W- to ni vec nasa stvar, a bos ti zivel v yu? Ne, v Londonu! W- pol se brigaj za Amglijo",ni sporni govor,0
"Mejniki obzorja SLO tvitosfere ta hip:
1. Valjenje krivde za pandemijo na prejšnjo vlado. 
2. Negacionizem vloge SLO zdravnikov za izbruh okužbe v SLO.
3. Javno zahvaljevanje posameznikov, ki jih je JJ pomilostil in jim spet dovoli brati njegove čivke.",žalitev,1
"@BojanPozar @SBobovnik @24ur_com @InfoTVSLO @Faktor_com predvsem je bizarno da si mora Bobovnik bildati svojega miljonarja  na račun oz z blatenjem Faktorja .   Torej Faktor le ni tako nepomemben, ko ga skuša risati",žalitev,1
"6.
Nihče vam ne bo povedal, kako dragoceni ste, kako dragoceno je človeštvo! Nobena institucija, ne verska ne posvetna ne znanstvena ne cehovska ne interesna vam tega ne bo povedala.
Jaz vam bom to povedal!
 
Mi smo Očetov dragulj. Njegovo Srce.",ni sporni govor,0
"(PRIJAVA) Urad informacijske pooblaščenke je v četrtek prejel prijavo, ""da so ob enem od epidemioloških testiranj na letališču predstavniki @Slovenskavojska zahtevali od epidemiološke službe @NIJZ_pr seznam potnikov"".
https://t.co/m2dSOtBDsS",ni sporni govor,0
@AngelcaSonja Počnite to še naprej! In se čim manj ukvarjajte s politiko! :),ni sporni govor,0
"@MPrtenja Daj no, pa ni treba vsem vedet da si imbecil no, pa če sam tvoj ksiht pogledam vem da še nisi nikoli saj veš kaj mislim, mogoče pa ti bo uspelo z #bulmastifom😀😀",žalitev,1
"“Vrtci na Švedskem se lahko skrijejo pred našimi vrtci. Primerjamo se lahko s finskimi vrtci, imajo pa tam boljše pogoje za delo.”",ni sporni govor,0
"Počivalšek tule zadane vse prave note. Razen zadnje, ki jo pozabi odigrati. Koalicijsko zavezo o izogibanju ideološkim temam gladko ignorira. 

Protip: vitje rok ne bo pomagalo. SDS bo non-stop testirala, do kam lahko gre. It's what they do. Ceno bodo plačale ostale stranke. https://t.co/pEBF1qwm7B",ni sporni govor,0
"@BojanPozar @had @had je mentalni invalid, provokator, žali človeško inteligenco in človeške vrednote. Gre za poosebljeno patološko golazen, ki se skriva za ekranom in se boji nas, poštenih in pridnih ljudi, ki ne sodimo več z besedami, ampak podelimo samo še 👊👊👊. Ker se boji, blokira! 😀 https://t.co/WXLfsV0OlL",žalitev,1
"Homo Coronis, človek, ki je doživel razvestljenje in je sposoben (črtaj to, mu je dovoljeno) iti ven iz svoje občine.",ni sporni govor,0
"@v_p_d_ @CiglarGrega Če je ta povezava ključna, pomeni, da SD kot deklarirana naslednica ZKS kontrolira NovaTV in Demokracijo? Ste hoteli povedati to?",ni sporni govor,0
"@BineTraven @JanezStupar A res? Osebne diskreditacije JJ-a do novinarjev so laž, grožnja z zaporom za Šarca je laž, ignoriranje stroke in menjava vseh ki se ne strinjajo je laž, podpora korupciji je laž...? Vse omenjeno je naredil JJ v zadnjem mesecu",ni sporni govor,0
"@MetkaSmole @CvetaStepanjan Obseg ni in ne sme biti problem. Če na 36 straneh ne uspeš povedati nič pametnega, ti tudi na 360 straneh ne bo uspelo. V vsebino pa se ne spuščam, ker se mi zdi tema bizarna in se mi zdi škoda časa. Ampak, če že človeštvo ne bo imelo nič od tega, bodo pa imeli vsaj roboti. 😉",ni sporni govor,0
"@JozeBizjak @SiolNEWS Enako. Sem prepričan, da imava ogromno somišljenikov ?",ni sporni govor,0
"Organizirano bo nujno varstvo otrok do vključno 5. razreda OŠ tistih staršev, ki delajo na ključnih delovnih mestih.",ni sporni govor,0
"A je tale cepec dežuren za promoviranje OF??? že pred leti je trosil reklamne listke s podobno vsebino!! ...ja zelo je ""aktiven"" tale slovenski duh....idiot od idiotov https://t.co/sC2sgefZfo",žalitev,1
"@svoboda_govora @APivec @PocivalsekZ @MatejTonin @blaz_zgaga @p_zoran @Matej_Klaric @Blaz_88 @Svarun_K @AnzeBozic @TjasaSlokar @SabinaZonta @mihamale @SuzanaP24ur @UrosEsih @MatijaStepisnik Vlada ima nadzor, Predalič je samo posredovalec. Ti je dobro znano.",ni sporni govor,0
"@Ivan0tr Nobene kraje identitete vse na njenih družabnih profilih. Fehta za denar, ker če bi fehtala, da bi šla domov ni treba prosit, da se odpovemo kavi ampak prosim, da pridem domov. Pa to naredi s klicem na ambasado ne na fb.",ni sporni govor,0
"@borisvoncina @FranciKek @RadioOgnjisce Ne nisem. Opozoril sem, da so mediji prikrili pozive k umoru Janše. In da je to sramota za novinarstvo. Velika.",ni sporni govor,0
"@hrastelj @Hrastnikov Seveda. Izven Ljubljane ste sami pridni in pametni, v Ljubljani smo pa delomrzneži in parfumčkarji in kao intelektualci. Bravo, Peter. Si samega sebe presegel.",ni sporni govor,0
"@vinkovasle1 @StrankaLMS POZOR, POZOR!!! Presstituti in užaljeni nesposobni ex-vladniki hočejo ljudi skregati, zato iz čiste hudobije pošiljajo med ljudi laži in desinformacoje. @RTV_Slovenija @SiolNEWS @StrankaLMS @strankaSD @strankalevica",ni sporni govor,0
"Drži. Upam,da gredo na volitve, to je zaenkrat edina stranka zaradi katere bi jaz šel. https://t.co/G2jWx2VYYo",ni sporni govor,0
"@drfilomena @MelindaRebrek @_Almita__ Pa res. Žalostni časi, vse več se jih zaklepa, ker je nivo komentiranja na dnu.",žalitev,1
"V to smer gre definitivno prihodnost avtomobilske industrije, vendar se tale ponudba, zaenkrat, definitivno ne splača. Z zavarovanjem in ""zakupljenimi kilometri"" prideš do lepega obroka za kredit na mesec. Morda, če bi šlo za električno vozilo. https://t.co/3TQ8vttYwW",ni sporni govor,0
Ja to so ti novodobni infulenserji ki so jih polna usta na @Twitter za v živo pa rep med noge....🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️ https://t.co/qbwcKkObSI,žalitev,1
"@ZaresGregor Ne vem, a je to problem? Verjetno se bi jih dalo razkužit, namesto, da jih mečeš stran. 🤔",ni sporni govor,0
"@cikibucka @Igor_Luksic @Nova24TV No, politiki svetovnega kova ravno ne. Levi, ki so na polozajih,katerih niti slucajno ne bi smeli zasedati, pa.",žalitev,1
"@jolandab88 @msedej @NovakBozidar SARS in MERS sta iz iste skupine virusov. Bilo je le vprašanje časa kdaj bo nov virus preskočil na človeka. Je izrazito nalezljiv. Tudi v Italiji se lahko še poslabša, ker ni discipline. Zaman vsa tehnika, če nekdo resno zboli.",ni sporni govor,0
"Status #COVID19 🇸🇮, 17.6.: +4😟

➡️ Rast potrjenih okužb: +4, št. testov = 986.
➡️ Kraji in starost: Ljubljana, Kranj, Jesenice; 25-34 in 45-54 let.
➡️ Št. aktivnih primerov: 26.
➡️ Hospitaliziranih: 7 oseb.

Vztrajajmo: 😷, higiena rok in #ostanitenarazdalji – za naše zdravje. https://t.co/Z1gGl9pHK4",ni sporni govor,0
"Danes sem poklicala v trgovino, ce imajo kaj kvasa. Pravi, da dve kocki na osebo. Koliko stane? 0,27 eur. Rezerviram dve kocki na priimek in se odpravim ponj. Ne vstopim v trgovino, ampak z vrat vzamem kocki za 0,54 eur. 🤦‍♀️",ni sporni govor,0
"@DKopse Poslušati tega, kronično nezadovoljnega, bi lahko uvedli kot kazensko sankcijo. Vendar domnevam, da Ženevska konvencija ne podpira takšnega mučenja.",žalitev,1
"@DamirCrncec @vladaRS @NIJZ_pr G.Damir! Tole vam nekako ne pristaja! Bolj pametno bi bilo, da se iz ""virusologa"" prelevite spet nazaj v ""čuvarja južne meje""! Včeraj smo prebrali vaše tvite iz leta 2018, so dobri, ni kaj, fino bi bilo, če bi jih skupaj z aktualno vlado uresničili. Marjana ne bo več nazaj!",žalitev,1
"@Je_rca @RTV_Slovenija @vladaRS @TarcaRTVSLO Jerca, ko bi RTV premogel raziskovalnega novinarja,bi tvoja mama že bila nominirana za strokovnjakinjo za pranje iranskega denarje.",žalitev,1
"37' Zahović do dvoboja s Sorčanom, priložnost za 2:0, zadel je gostujočega vratarja

#MiSkupajEnoSmo #PLTS #MBDOM",ni sporni govor,0
"@InfoZdravstvena @mrevlje @AndreoBert @MinZdravje Mobilna bolnišnica Role 2LM je prednostno namenjena kirurški obravnavi. Ima pa tudi hospitalni del, v katerem je 25 postelj v hospitalu in 2 v intenzivnem oddelku.",ni sporni govor,0
"@MitjaIrsic Se strinjam z oceno, razen v detajlu da je problem predsednik, ne televizija. Drugače je pa komentar točen. Samo zamenjaj v stavku Tv in Precetnika",ni sporni govor,0
"@cnfrmstA Intelektulaci lahko obstajajo samo v času relativnega miru in ""normalnosti"". Čim je kriza, se pokaže njihova neuporabnost. To velja tudi za levico, ki se ima za ""intelektualno"". Zato se v krizi umakne ""neintelektualcem"", ki znajo ukrepati.",žalitev,1
"@ula_luv Jaz se spomnim samo Cikata, samo dvomim da bosta imela vidva iste želje, kot smo jih imele babe 25 let nazaj. In ne, nismo kampirale, ampak smo v njihovem baru vedno dobile za piti in za jest. 😂",ni sporni govor,0
"Kolikokrat dnevno pa ti pogledaš na svoj mobilni telefon❓🤔🧐

https://t.co/AcUslSH0IX https://t.co/s12rpfut77",ni sporni govor,0
@Dnevnik_si Njegova stranka je 10-20 ljudi prisesanih v vladnih službah in v parlamentu. Vse ostalo je ADIJO.,žalitev,1
"Rezultati ankete Pravopisne komisije pri SAZU in @ZrcSazu  o pisanju zemljepisnih imen so znani! 36 % (proti spremembi; razlogi: tradicija, ustaljenost, stroški v javnem življenju); 32 % za tip Blejsko jezero; 30 % za tip Blejsko Jezero
Podrobneje: https://t.co/KZ9DJfIyU0 https://t.co/2oKR3C1xfA",ni sporni govor,0
@MatevzNovak @MitjaIrsic Prevec je velika razlika med najnizjo in najvisjo placo v Sloveniji.,ni sporni govor,0
"Grega ti si že dokazal, da si bolj žilave sorte in kot vedno doslej se boš izmazal tudi iz te godlje. Vrni se zdrav!😜 https://t.co/LSiUqEzuoM",ni sporni govor,0
"@IgorPribac Slovenski oglaševalski kodeks, ki ga je sprejelo Slovensko oglaševalsko združenje, ki ni pravni akt, ne velja in nikogar ne zavezuje in nima pravnega učinka. Nanaša se izključno na člane združenja! Posledica kršitve kodeksa je, da nisi več član?https://t.co/M85DNvD8Os",ni sporni govor,0
"@StriB0G @PreglArjan @Pertinacal dva se pokaže po englez, tko mal pomahaš od spodi. Ti da ne bom pa čist krivičen, so pa tud ene dve oddaji ble dobre, res na nivoju. Ena je od pokojnega stoparja o gradovih na slovenskem, pa nek tip snema o cerkvah, tud zlo dobr. Zlo natančno in poučno, za ljubitelje arhitekture",ni sporni govor,0
"Stvari pridejo in gredo, tega dolgo nisem znal sprejeti, zdaj pa se mi naenkrat zdi samoumevno. - Benedict Wells, O koncu žalosti",ni sporni govor,0
"Si pripravljen na naš 2.000.000 $RPD LinkShare🔗 #Airdrop.⁉️

Nekaj naših sledilcev na Twitterju bo preko privatnih sporočil in e-poštne (uporabljena za prijavo v https://t.co/LvPQTkypW8🌍) prejelo naključno vsoto $RPD

Hvala za potrpljenje🙌🏼 https://t.co/aAa6dC4KZN",ni sporni govor,0
"@JozeMozina @petra_jansa odkar vemo, da so partizani rasistično klali romsko deco, se meni domobranstvo zdi kot eno tako društvo prijateljev mladine",žalitev,1
"napad na PV in vladno koalicijo s strani komunistov se bo še stopnjeval, pripravljajo se na krajo Evropskega denarja https://t.co/G059sziyWL",žalitev,1
"@krause_lara @IgorZavrsnik @aleshojs @strankaSD @tfajon Vojsko je treba vsekakor aktivirati, da se razbremeni policija! Včeraj policija rešila življenje polni cisterni migrantov! Voznika pa v zapor, dokler ne nariše vse verige od Kabula do Berlina!",ni sporni govor,0
"@meteoriterain Hvala. Evo, si me zmotiviral, da sem šel pogledat, kaj pravi o tem dogajanju wikipedia. Turbulentno.",ni sporni govor,0
"@yrennia1 Borci za pravico do branja knjig. Se boste kaj oglasili, halo, ni še javnega prevoza, pa viša parkirnine.",ni sporni govor,0
"@PopitStefka @stargazers102 @andrejkaroli A 3 mozoljaste študente, ki tvitajo za 5 centov na tvit? 6 če je res žaljiv.",žalitev,1
"@StrankaLMS @jozefhorvat @policija_si @sarecmarjan @24UR Gospod Šarec, zakaj ste obiskali Orbana?  In zakaj ste imeli skupne seje s srbsko vlado? Še pomnite, tovariši?",žalitev,1
Naši zvesti volilci sodelujejo samo na volivah v anketah Mediane in Ninamedie več kot očitno ne! Zakaj angencije po treh zgrešenih napovedih na volitvah ne popravijo ponderja podpore @StrankaSAB !? @Andrazus mogoče ti lahko kako rečeš kje se konstantno izgubljajo naši volivci? https://t.co/Ed5WSIIt5D,ni sporni govor,0
"@AnjaIntihar Svojo pripadnost gospodu, če je real, boš izkazala z nakupom vinilke.",ni sporni govor,0
"Na Infekcijski kliniki UKC Ljubljana je trenutno 14 bolnikov  z virusom COVID 19, od tega so trije v intenzivni enoti,  11 pa na navadnem oddelku. Povprečna starost pacienta je 65 let.",ni sporni govor,0
@Liberalec2 @Slovenka2be Redno umivanje rok in kašljanje v rokav ne posegata v človekove pravice.,ni sporni govor,0
"@murekar OK pa nic. V pravni drzavi se lahko obtozeni brani, lahko se tudi govori o krivcu in njegovi krivdi. Le v Sloveniji se ne sme NAŠE niti obtoziti. Bavcar ni izjema. Izjemna je le njegova obsodba. Vecina takih kot je on veselo krade naprej. In bog ne daj, da bi kdo kaj rekel ceznje",žalitev,1
"@Urskitka na instagramu poglej profil od tjasailesnik, lahko ji tut pišeš, če ni še nič na to temo povedala. :)",ni sporni govor,0
"Noro, na Štajerskem je že 11 okuženih!!! Pa vsi so zaposleni v zdravstvenem domu. #vsibomohin",ni sporni govor,0
Nedavno registrirana domena https://t.co/UWIGv9VVP2 odhaja novim dogodivščinam naproti.,ni sporni govor,0
Javno naročilo za izbiro izvajalca raziskave »Mladina 2020« https://t.co/tEAJ79Grif #mladiucitelj #ucitelj,ni sporni govor,0
OLIMPIZEM: Daily Mail: Britanski olimpijci na OI v Londonu poskusni zajčki https://t.co/ud2Z12FJqA,ni sporni govor,0
"@ModernaKmetica Mi smo danes slivove knedl iz Austrije by Kidl...

Jutri bomo pa dinozaure z omakcam iz pečice tud ala Lidl:)

Se javimo čez 10 dni...",ni sporni govor,0
"@GPreac @vladaRS @MZZRS @strankaSDS @strankaSD Res si kot zgaga. Samo, da Zgaga nima prav. 😉",ni sporni govor,0
"Dragi zavezanci! 
Vsakodnevno se trudimo, da (kljub danim razmeram) redno opravljamo svoje naloge. Prizadevamo si tudi, da na vaša vprašanja sproti in hitro odgovarjamo. 
Tu smo za vas in hvala za vašo strpnost in razumevanje! 🙏❤️

Želimo vam mirne in lepe praznike👨‍👩‍👧‍👦,
vaš FURS. https://t.co/v9PjLoFib9",ni sporni govor,0
@Kempeitai77 Ni v mojem naboru - V Španiji je uspešen Škofjeločan Jan Oblak!,ni sporni govor,0
"@monster189 Mal neresno deluje,. Ker akademskih 15 minut še štekam. Se pa TK skliče v večji časovni distanci od začetka sveta za nacional…..",ni sporni govor,0
Veliki junak Nagašima: Zmago v Katarju posvečam Shoyi Tomizawi https://t.co/BXyMIHQDC4 #motogp,ni sporni govor,0
"Turizem starta iz ničle, napovedi odpuščanj in stečajev v turistični branži se vrstijo, nezadovoljni s tretjim protikoronskim paketom, predvsem z ne dovolj dolgim podaljšanjem subvencioniranja čakanja na delo doma https://t.co/2kBFVRYGGi",ni sporni govor,0
In potem se oglasi “kapitan Costa Concordie”. Neokusno. https://t.co/rZfJfWTEjJ,ni sporni govor,0
"@JozeMozina Hvala, ker obveščate. Jaz namreč Hanzi ne pogledam niti sporeda, mogoče SLO3, če @Nova24TV ne prenaša.",ni sporni govor,0
